transaction_date,transaction_time,store_location,product_category,product_detail,product_type,transaction_id,product_id,store_id,transaction_qty,unit_price,transaction_time,purchase_time,Day_name,Month_name,format_time,day_of_Month,day_classification,time_Buckets,Spend_classifications,Number_of_sales,number_of_products,store_count,revenue_per_day
2023-01-01,2026-03-02T07:20:24.000Z,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,4,22,5,1,2,2026-03-02T07:20:24.000Z,2023-01-01,Sun,Jan,07:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2
2023-01-01,2026-03-02T14:03:34.000Z,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,280,69,5,1,3.25,2026-03-02T14:03:34.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.25
2023-01-01,2026-03-02T11:31:53.000Z,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,137,54,5,2,2.5,2026-03-02T11:31:53.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T13:32:07.000Z,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,246,25,5,2,2.2,2026-03-02T13:32:07.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.4
2023-01-01,2026-03-02T14:07:12.000Z,Astoria,Coffee,Cappuccino Lg,Barista Espresso,282,41,3,2,4.25,2026-03-02T14:07:12.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,8.5
2023-01-01,2026-03-02T08:24:26.000Z,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,22,56,5,2,2.55,2026-03-02T08:24:26.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,03.CHEESEBOY,1,1,1,5.1
2023-01-01,2026-03-02T13:55:50.000Z,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,271,45,8,2,3,2026-03-02T13:55:50.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T18:34:56.000Z,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,496,60,3,2,3.75,2026-03-02T18:34:56.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T13:38:11.000Z,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,250,40,8,2,3.75,2026-03-02T13:38:11.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T18:41:28.000Z,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,500,49,8,2,3,2026-03-02T18:41:28.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T18:42:16.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,502,54,8,1,2.5,2026-03-02T18:42:16.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T18:43:42.000Z,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,504,25,3,1,2.2,2026-03-02T18:43:42.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.2
2023-01-01,2026-03-02T12:00:20.000Z,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,157,29,5,1,2.5,2026-03-02T12:00:20.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T13:53:04.000Z,Astoria,Coffee,Latte,Barista Espresso,267,38,3,2,3.75,2026-03-02T13:53:04.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T14:45:31.000Z,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,317,47,3,1,3,2026-03-02T14:45:31.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T18:55:19.000Z,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,511,56,3,2,2.55,2026-03-02T18:55:19.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5.1
2023-01-01,2026-03-02T13:42:58.000Z,Lower Manhattan,Bakery,Ginger Scone,Scone,257,72,5,1,3.25,2026-03-02T13:42:58.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.25
2023-01-01,2026-03-02T19:00:27.000Z,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,515,43,3,1,3,2026-03-02T19:00:27.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T19:06:58.000Z,Hell's Kitchen,Coffee,Latte,Barista Espresso,517,38,8,1,3.75,2026-03-02T19:06:58.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:07:40.000Z,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,519,55,3,1,4,2026-03-02T19:07:40.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T13:44:26.000Z,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,261,57,3,1,3.1,2026-03-02T13:44:26.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.1
2023-01-01,2026-03-02T19:10:16.000Z,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,523,27,3,2,3.5,2026-03-02T19:10:16.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T19:12:49.000Z,Astoria,Coffee,Cappuccino,Barista Espresso,525,40,3,2,3.75,2026-03-02T19:12:49.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T19:15:15.000Z,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,527,55,3,1,4,2026-03-02T19:15:15.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T13:50:47.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,265,54,8,2,2.5,2026-03-02T13:50:47.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T19:24:18.000Z,Hell's Kitchen,Bakery,Oatmeal Scone,Scone,531,77,8,1,3,2026-03-02T19:24:18.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T19:29:07.000Z,Astoria,Coffee,Latte,Barista Espresso,533,38,3,1,3.75,2026-03-02T19:29:07.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:34:03.000Z,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,535,43,8,1,3,2026-03-02T19:34:03.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T13:54:18.000Z,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,269,22,8,2,2,2026-03-02T13:54:18.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T14:07:56.000Z,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,283,23,3,1,2.5,2026-03-02T14:07:56.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T19:39:00.000Z,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,541,47,3,2,3,2026-03-02T19:39:00.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T19:43:29.000Z,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,543,54,3,1,2.5,2026-03-02T19:43:29.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T13:56:24.000Z,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,273,53,8,1,3,2026-03-02T13:56:24.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T19:52:47.000Z,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,547,32,8,1,3,2026-03-02T19:52:47.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T19:58:29.000Z,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,549,55,3,1,4,2026-03-02T19:58:29.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T18:29:34.000Z,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,494,44,8,2,2.5,2026-03-02T18:29:34.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T13:58:11.000Z,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,277,34,5,1,2.45,2026-03-02T13:58:11.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.45
2023-01-01,2026-03-02T11:21:00.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,120,54,8,2,2.5,2026-03-02T11:21:00.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T11:23:01.000Z,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,123,31,8,1,2.2,2026-03-02T11:23:01.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,2.2
2023-01-01,2026-03-02T08:33:08.000Z,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,27,76,5,1,3.5,2026-03-02T08:33:08.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T14:03:41.000Z,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,281,32,3,1,3,2026-03-02T14:03:41.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T13:22:11.000Z,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,241,23,5,1,2.5,2026-03-02T13:22:11.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T11:10:58.000Z,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,117,46,3,1,2.5,2026-03-02T11:10:58.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T18:19:45.000Z,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,484,76,5,1,3.5,2026-03-02T18:19:45.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T14:08:03.000Z,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,285,71,8,1,3.75,2026-03-02T14:08:03.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T14:26:36.000Z,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,299,61,8,1,4.75,2026-03-02T14:26:36.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.75
2023-01-01,2026-03-02T18:13:41.000Z,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,479,57,8,2,3.1,2026-03-02T18:13:41.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,6.2
2023-01-01,2026-03-02T11:23:43.000Z,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,124,60,5,2,3.75,2026-03-02T11:23:43.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T14:20:06.000Z,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,289,35,3,2,3.1,2026-03-02T14:20:06.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,6.2
2023-01-01,2026-03-02T13:23:54.000Z,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,243,58,3,2,3.5,2026-03-02T13:23:54.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T09:29:56.000Z,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti,60,74,8,1,3.5,2026-03-02T09:29:56.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T11:16:02.000Z,Astoria,Tea,Peppermint Lg,Brewed herbal tea,119,45,3,2,3,2026-03-02T11:16:02.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T14:23:28.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,293,55,8,1,4,2026-03-02T14:23:28.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T18:04:34.000Z,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,472,28,3,1,2,2026-03-02T18:04:34.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2
2023-01-01,2026-03-02T13:17:32.000Z,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,233,55,3,2,4,2026-03-02T13:17:32.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,8
2023-01-01,2026-03-02T11:08:59.000Z,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,113,51,8,2,3,2026-03-02T11:08:59.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T14:25:32.000Z,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,297,58,3,2,3.5,2026-03-02T14:25:32.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T18:06:52.000Z,Astoria,Bakery,Jumbo Savory Scone,Scone,474,79,3,1,3.75,2026-03-02T18:06:52.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T13:18:34.000Z,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,234,49,8,2,3,2026-03-02T13:18:34.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T17:56:46.000Z,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,463,30,8,1,3,2026-03-02T17:56:46.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T14:29:50.000Z,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,301,49,5,2,3,2026-03-02T14:29:50.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T14:42:39.000Z,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,315,61,5,2,4.75,2026-03-02T14:42:39.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,9.5
2023-01-01,2026-03-02T13:19:09.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,235,55,8,1,4,2026-03-02T13:19:09.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T11:08:11.000Z,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,112,59,3,1,4.5,2026-03-02T11:08:11.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T14:31:26.000Z,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,305,42,5,1,2.5,2026-03-02T14:31:26.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T07:45:51.000Z,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,13,51,5,1,3,2026-03-02T07:45:51.000Z,2023-01-01,Sun,Jan,07:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T17:46:21.000Z,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,456,36,8,2,3.75,2026-03-02T17:46:21.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T13:04:37.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,225,54,8,2,2.5,2026-03-02T13:04:37.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T14:35:47.000Z,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,309,55,3,1,4,2026-03-02T14:35:47.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,4
2023-01-01,2026-03-02T17:44:28.000Z,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,452,27,3,2,3.5,2026-03-02T17:44:28.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T17:49:04.000Z,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,458,60,8,2,3.75,2026-03-02T17:49:04.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T13:04:51.000Z,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,226,22,3,1,2,2026-03-02T13:04:51.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2
2023-01-01,2026-03-02T14:39:06.000Z,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,313,87,5,1,3,2026-03-02T14:39:06.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T11:10:21.000Z,Astoria,Bakery,Jumbo Savory Scone,Scone,116,79,3,1,3.75,2026-03-02T11:10:21.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T17:35:26.000Z,Astoria,Bakery,Hazelnut Biscotti,Biscotti,446,69,3,1,3.25,2026-03-02T17:35:26.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.25
2023-01-01,2026-03-02T13:05:56.000Z,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,227,58,3,1,3.5,2026-03-02T13:05:56.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T12:44:31.000Z,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,189,53,3,1,3,2026-03-02T12:44:31.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T15:09:54.000Z,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,331,61,8,1,4.75,2026-03-02T15:09:54.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.75
2023-01-01,2026-03-02T16:19:00.000Z,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,381,29,8,2,2.5,2026-03-02T16:19:00.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T17:28:42.000Z,Lower Manhattan,Coffee,Espresso shot,Barista Espresso,440,37,5,1,3,2026-03-02T17:28:42.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T14:49:49.000Z,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,321,51,8,2,3,2026-03-02T14:49:49.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T10:56:14.000Z,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,105,76,5,1,3.5,2026-03-02T10:56:14.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T17:23:04.000Z,Astoria,Coffee,Cappuccino Lg,Barista Espresso,436,41,3,1,4.25,2026-03-02T17:23:04.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.25
2023-01-01,2026-03-02T17:29:25.000Z,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,442,46,3,1,2.5,2026-03-02T17:29:25.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T14:58:35.000Z,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,325,43,3,1,3,2026-03-02T14:58:35.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T17:19:49.000Z,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,431,78,8,1,4.5,2026-03-02T17:19:49.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T12:56:33.000Z,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,212,61,3,1,4.75,2026-03-02T12:56:33.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.75
2023-01-01,2026-03-02T17:19:49.000Z,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,430,87,8,2,3,2026-03-02T17:19:49.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T15:08:28.000Z,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,329,43,3,2,3,2026-03-02T15:08:28.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T10:56:14.000Z,Lower Manhattan,Coffee,Latte,Barista Espresso,104,38,5,1,3.75,2026-03-02T10:56:14.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T11:01:58.000Z,Astoria,Coffee,Latte,Barista Espresso,107,38,3,1,3.75,2026-03-02T11:01:58.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T08:24:26.000Z,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,23,69,5,1,3.25,2026-03-02T08:24:26.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,02.MEDIUM.SPENDER,1,1,1,3.25
2023-01-01,2026-03-02T15:10:10.000Z,Lower Manhattan,Bakery,Croissant,Pastry,333,75,5,1,3.5,2026-03-02T15:10:10.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T15:29:24.000Z,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,347,57,3,1,3.1,2026-03-02T15:29:24.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.1
2023-01-01,2026-03-02T10:51:17.000Z,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,101,47,5,1,3,2026-03-02T10:51:17.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T17:11:58.000Z,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,420,36,8,2,3.75,2026-03-02T17:11:58.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T15:16:37.000Z,Lower Manhattan,Coffee,Latte,Barista Espresso,337,38,5,2,3.75,2026-03-02T15:16:37.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
